date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-07-03,20.9,11.6,29,0,,344,6.9,,1015.7,
2022-07-04,20.4,9.9,29,0,,10,6.5,,1014.4,
2022-07-05,20.9,10.6,30,0,,319,7.7,,1013.1,
2022-07-06,21.3,10.5,30,0,,333,7,,1010.7,
2022-07-07,21.7,16.5,28,0.3,,295,13.7,,1011,
2022-07-08,22,16.2,28,0,,308,7.8,,1011.7,
2022-07-09,20.4,15,27,5,,337,7.2,,1007.7,
2022-07-10,18.6,14.5,23.1,2.3,,308,11.6,,1007.7,
2022-07-11,19.5,13.8,26,0,,317,8.5,,1014.1,
2022-07-12,20.1,11,28,0.2,,324,7.2,,1016.1,
2022-07-13,19.4,15,24.8,0,,284,13.1,,1015.3,
2022-07-14,20.4,13.4,28,0,,302,8.6,,1015.3,
2022-07-15,20.4,11.4,28,0,,305,9.4,,1012.8,
2022-07-16,20.9,11.9,28.1,0,,299,9.4,,1014.3,
2022-07-17,21.3,11.7,29.5,0,,330,8.9,,1016.7,
2022-07-18,21,14.5,26.8,0,,358,13.1,,1017.9,
2022-07-19,19.3,12.1,27,0,,307,9.5,,1017.6,
2022-07-20,20,14,26,0,,284,13.1,,1015.9,
2022-07-21,20.3,12.4,28,0,,301,12.3,,1014.6,
2022-07-22,20.6,12.8,27.5,0,,306,10.3,,1015.7,
2022-07-23,21.7,11.4,29,0,,325,11.2,,1016.8,
2022-07-24,21.2,9.4,30.3,0,,335,6.6,,1015.2,
2022-07-25,20.9,9,31,0,,328,7,,1012.8,
2022-07-26,22.7,16,30,0,,296,8.4,,1011.5,
2022-07-27,22.5,10.9,32,0,,343,3.5,,1011,
2022-07-28,24.2,12.3,35,0,,7,4,,1011.7,
2022-07-29,25.2,15.6,35,0,,338,5.4,,1012.4,
2022-07-30,24.2,16.3,33,0,,271,12.7,,1011.5,
2022-07-31,23.8,14.5,31.7,0,,297,11.5,,1009.3,
2022-08-01,23.2,17.1,29,0,,304,12.1,,1009.7,
2022-08-02,22.6,16,29,0,,295,11.5,,1011.5,
2022-08-03,22.6,15.6,30.2,0,,308,7.7,,1012.6,
2022-08-04,23.3,17,31.9,0.2,,290,9.9,,1012.7,
2022-08-05,23.5,18,30.2,0.1,,285,10.6,,1011.8,
2022-08-06,23.1,18,31,1.3,,287,11.8,,1009.1,
2022-08-07,22.6,17,29,0,,320,6.1,,1008.3,
2022-08-08,22.4,18,30.2,4.9,,317,5,,1010.6,
2022-08-09,22.9,19,29,2.5,,292,9.8,,1011.2,
2022-08-10,22.4,18,27.4,0.3,,292,12.8,,1010.6,
2022-08-11,22.2,18,27.7,0,,308,9.4,,1012.2,
2022-08-12,22.2,15.7,30,0,,290,7.6,,1012.9,
2022-08-13,21.5,15.1,31,1.8,,354,7.6,,1009.8,
2022-08-14,20.8,14,30,0.1,,342,3.4,,1007.3,
2022-08-15,21,18,26.4,6.2,,321,5.8,,1008,
2022-08-16,21.2,12,29,0,,340,3.7,,1013.2,
2022-08-17,22.9,13.8,31,0,,336,5.3,,1012,
2022-08-18,23.3,13.5,31,0,,313,8.4,,1011.6,
2022-08-19,22.6,16,28.3,0,,302,12.1,,1011.3,
2022-08-20,23,16.7,31,0,,299,5.8,,1010.4,
2022-08-21,24.1,14.8,33,0,,352,7,,1006.9,
2022-08-22,24.1,17,32,0.2,,339,5.5,,1006.9,
2022-08-23,24.3,14,34,0,,9,6.1,,1009.5,
2022-08-24,22.8,16,32,4,,327,5.4,,1009.2,
2022-08-25,20,13,27,1,,297,8.9,,1009.8,
2022-08-26,19.3,14.8,28,6.5,,323,4.6,,1009.6,
2022-08-27,21,14,29,0.1,,322,6.2,,1012.2,
2022-08-28,23,16,30.2,1.7,,288,8.6,,1013.6,
2022-08-29,24,15,33,0,,10,6.7,,1014.5,
2022-08-30,24.4,16,33,0,,325,7.1,,1012.4,
2022-08-31,23.4,19,30.2,1.6,,277,13.1,,1011.7,
2022-09-01,22.6,17.9,29.1,0.5,,276,10.5,,1011.2,
2022-09-02,23.3,15.6,31.2,0,,287,8.4,,1011.7,
2022-09-03,23.7,18,30,0.1,,277,13.5,,1013.4,
2022-09-04,21.6,17,27.2,0,,304,9.4,,1017.9,
2022-09-05,19.2,14,26,0.2,,311,11.4,,1017.2,
2022-09-06,16.9,10.7,24,0,,299,8,,1017.5,
2022-09-07,17,10.7,22.4,0,,353,6.8,,1017.9,
2022-09-08,17.3,7,26,0,,358,6.1,,1018.6,
2022-09-09,18.5,8,28.3,0,,22,3.2,,1018.1,
2022-09-10,19.7,9,31,0,,330,3.2,,1015.8,
2022-09-11,21.4,11,31.1,0,,309,7.1,,1011.8,
2022-09-12,18.9,14,25,1.8,,299,11.6,,1009.1,
2022-09-13,15.7,7.9,22.7,0,,303,9.5,,1011.6,
2022-09-14,15.1,6,24,0,,332,2.7,,1016.3,
2022-09-15,17.3,5,30,0,,354,2.9,,1017,
2022-09-16,21.7,10,33,0,,339,3.9,,1014,
2022-09-17,22.9,11,35,0,,350,4.1,,1009.6,
2022-09-18,21.5,10,33,0,,297,8.9,,1008.6,
2022-09-19,18.7,13,25,0,,260,11,,1013.1,
2022-09-20,15.8,8,23,0,,295,9.7,,1012.9,
2022-09-21,14.7,10,21,0,,272,10,,1013.1,
2022-09-22,11.3,8,15,0,,269,16.2,,1012.9,
2022-09-23,10.7,3,18,0,,298,8.5,,1016.6,
2022-09-24,11.6,3.8,18.6,0,,282,9.5,,1020.1,
2022-09-25,12,1,24,0,,28,4.7,,1021.2,
2022-09-26,13.9,1,28,0,,30,4.6,,1017.9,
2022-09-27,17.7,6.2,29.4,0,,239,8.2,,1011.7,
2022-09-28,19.3,13,24.7,2.2,,245,9.1,,1010.6,
2022-09-29,17.5,11,27,0.4,,62,7.6,,1014.2,
2022-09-30,18.3,8.6,28.1,0,,331,3.1,,1019,
2022-10-01,19.3,10,30,0,,305,4.2,,1022.3,
2022-10-02,16.8,12,27,0.8,,351,12.6,,1014.1,
2022-10-03,14.4,6,21,0,,285,7.7,,1013.7,
2022-10-04,13.2,9,18,0.5,,280,10.8,,1016.5,
2022-10-05,13,8.5,19,0,,290,12.1,,1023,
2022-10-06,12.8,4,20,0.1,,19,6,,1023.1,
2022-10-07,12.1,7,15,4.2,,338,3,,1019.6,
2022-10-08,11.6,9,14,7.1,,263,9.2,,1016.6,
2022-10-09,12.8,11,16,0,,283,13.1,,1019.9,
2022-10-10,12.5,5,20,0,,307,4.7,,1024.1,
2022-10-11,12.4,3,22,0,,70,7.7,,1022.5,
2022-10-12,12.6,6,20,0.2,,26,6.4,,1019.8,
2022-10-13,12.8,7,19.5,0,,294,8.4,,1019.7,
2022-10-14,12.4,5,19,2,,66,11,,1015.9,
2022-10-15,13,11,17,7.1,,70,7.4,,1014.2,
2022-10-16,12.4,11,14,18,,313,7.3,,1019.4,
2022-10-17,13.5,12,15,0.6,,342,10.2,,1024.8,
2022-10-18,13.7,11,18,0,,303,6.9,,1025,
2022-10-19,12.1,6,20,0,,318,5.1,,1017.6,
2022-10-20,13.6,11,18,0.1,,297,12.6,,1018.8,
2022-10-21,8.5,2,15,0,,297,8.6,,1023.5,
2022-10-22,5.9,-2,15,0,,88,8,,1026.2,
2022-10-23,8,0,19,0,,67,6.4,,1024.3,
2022-10-24,10.1,1,20,0,,333,4.1,,1023.9,
2022-10-25,8.9,0,19,0,,83,5.4,,1022,
2022-10-26,9.8,-1,21,0,,32,5.6,,1021.8,
2022-10-27,11.1,3,19,0,,325,6.3,,1025.4,
2022-10-28,8.9,0,17,0,,3,5.6,,1026.3,
2022-10-29,6.4,-2,16,0,,26,5.9,,1024.3,
2022-10-30,6,-2,17,0,,63,4.9,,1021.2,
2022-10-31,7.6,-3,19,0,,286,5.2,,1020.3,
2022-11-01,9.7,1,18,0,,288,9.1,,1022.5,
2022-11-02,7.6,-1,20,0,,283,3.7,,1021.8,
2022-11-03,10.3,0,21,0,,278,9.7,,1021.1,
2022-11-04,9.8,1,21,0,,222,5,,1018.9,
2022-11-05,10,0,21,0,,74,6.3,,1018.9,
2022-11-06,11.3,1,20,0,,89,9.8,,1017.5,
2022-11-07,9.9,2,17,0,,304,7.9,,1015.5,
2022-11-08,9.2,6,13,0,,261,10.3,,1019,
2022-11-09,6.8,-1,15,0,,291,7.9,,1021.2,
2022-11-10,5.6,-3,14.6,0,,31,3.4,,1023.3,
